Gene	Expt	x	y	neighbour	neighbour_array	neighbour_prob
Cox6a2	12	19593.503245796	27230.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Reln	52	19593.503245796	27237.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	19594.503245796	26180.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Npy	36	19594.503245796	26289.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	19594.503245796	26341.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Nov	35	19594.503245796	26403.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	19594.503245796	26550.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	19594.503245796	26576.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Enpp2	19	19594.503245796	26775.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	19594.503245796	26793.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Snca	61	19594.503245796	26865.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	19594.503245796	26902.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Plp1	45	19594.503245796	26979.6630169508	86080	[76242, 76345, 73619, 86080]	[0.0, 0.0, 0.0, 1.0]
Sema3c	57	19594.503245796	27040.6630169508	86080	[73619, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	19594.503245796	27071.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Crhbp	16	19594.503245796	27201.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	19595.503245796	26024.6630169508	86080	[77905, 77934, 77541, 86080]	[0.0, 0.0, 0.0, 1.0]
Npy	36	19595.503245796	26038.6630169508	86080	[77905, 77934, 76841, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	19595.503245796	26091.6630169508	86080	[77905, 76841, 77934, 86080]	[0.0, 0.0, 0.0, 1.0]
Nrn1	39	19595.503245796	26125.6630169508	86080	[76841, 76794, 77905, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	19595.503245796	26131.6630169508	86080	[76841, 76794, 77905, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	19595.503245796	26151.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	19595.503245796	26221.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Pvalb	49	19595.503245796	26278.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Lamp5	30	19595.503245796	26283.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Kcnk2	27	19595.503245796	26310.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Sncg	62	19595.503245796	26320.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Hapln1	24	19595.503245796	26466.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Prkca	47	19595.503245796	26668.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Nov	35	19595.503245796	26734.6630169508	86080	[76794, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	19595.503245796	26740.6630169508	86080	[76794, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Vip	70	19595.503245796	26828.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Pde1a	42	19595.503245796	26867.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Snca	61	19595.503245796	27059.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	19595.503245796	27138.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Nov	35	19595.503245796	27143.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Trp53i11	69	19595.503245796	27225.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Th	67	19595.503245796	27257.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Npy	36	19596.503245796	26003.6630169508	86080	[77905, 77934, 77541, 86080]	[0.0, 0.0, 0.0, 1.0]
Pnoc	46	19596.503245796	26055.6630169508	86080	[77905, 77934, 76841, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	19596.503245796	26114.6630169508	86080	[76841, 77905, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	19596.503245796	26242.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	19596.503245796	26882.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	19596.503245796	26932.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Npy2r	37	19596.503245796	26951.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Reln	52	19596.503245796	27003.6630169508	86080	[73619, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	19597.503245796	26096.6630169508	86080	[77905, 76841, 77934, 86080]	[0.0, 0.0, 0.0, 1.0]
Chodl	7	19597.503245796	26102.6630169508	86080	[77905, 76841, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Hapln1	24	19598.503245796	26518.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Cort	11	19598.503245796	26860.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Serpini1	58	19598.503245796	27066.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	19598.503245796	27159.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	19598.503245796	27228.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Pcp4	41	19599.503245796	26086.6630169508	86080	[77905, 77934, 76841, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19599.503245796	26116.6630169508	86080	[76841, 77905, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	19599.503245796	26166.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Cxcl14	18	19599.503245796	26215.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Id2	26	19599.503245796	26296.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Hapln1	24	19599.503245796	26361.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Cxcl14	18	19599.503245796	26379.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	19599.503245796	26421.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	19599.503245796	26428.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Nov	35	19599.503245796	26433.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Kcnk2	27	19599.503245796	26451.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Lamp5	30	19599.503245796	26473.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	19599.503245796	26482.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Ndnf	32	19599.503245796	26512.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Serpini1	58	19599.503245796	26550.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Trp53i11	69	19599.503245796	26554.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	19599.503245796	26580.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Enpp2	19	19599.503245796	26595.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	19599.503245796	26637.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Npy2r	37	19599.503245796	26746.6630169508	86080	[76794, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Hapln1	24	19599.503245796	26757.6630169508	86080	[76242, 76794, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	19599.503245796	26805.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	19599.503245796	26822.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Grin3a	23	19599.503245796	26827.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Cnr1	9	19599.503245796	26865.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	19599.503245796	26994.6630169508	86080	[76242, 73619, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	19599.503245796	27023.6630169508	86080	[73619, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Chrm2	8	19599.503245796	27029.6630169508	86080	[73619, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	19599.503245796	27045.6630169508	86080	[73619, 76242, 73466, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs12	54	19599.503245796	27108.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	19599.503245796	27117.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	19599.503245796	27237.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Lamp5	30	19599.503245796	27270.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	19599.503245796	27287.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Grin3a	23	19599.503245796	27307.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Thsd7a	68	19600.503245796	26038.6630169508	86080	[77905, 77934, 76841, 86080]	[0.0, 0.0, 0.0, 1.0]
Satb1	56	19600.503245796	26144.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	19600.503245796	26283.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	19600.503245796	26372.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Chrm2	8	19600.503245796	26405.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Cdh13	6	19600.503245796	26409.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Gda	22	19600.503245796	26440.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	19600.503245796	26464.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	19600.503245796	26488.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19600.503245796	26561.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Satb1	56	19600.503245796	26632.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac1	65	19600.503245796	26693.6630169508	86080	[76794, 76841, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Plp1	45	19600.503245796	26708.6630169508	86080	[76794, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc6a1	60	19600.503245796	26733.6630169508	86080	[76794, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Chrm2	8	19600.503245796	26749.6630169508	86080	[76794, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Calb1	3	19600.503245796	26810.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Cort	11	19600.503245796	26875.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	19600.503245796	26896.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Cplx2	13	19600.503245796	26905.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	19600.503245796	26930.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	19600.503245796	26988.6630169508	86080	[76242, 76345, 73619, 86080]	[0.0, 0.0, 0.0, 1.0]
Kit	29	19600.503245796	27039.6630169508	86080	[73619, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Lhx6	31	19600.503245796	27195.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Hapln1	24	19600.503245796	27201.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Prkca	47	19600.503245796	27251.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Prkca	47	19600.503245796	27260.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Crhbp	16	19600.503245796	27318.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc6a1	60	19601.503245796	26104.6630169508	86080	[77905, 76841, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Nr4a2	38	19601.503245796	26221.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Plp1	45	19601.503245796	26234.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Reln	52	19601.503245796	26650.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	19601.503245796	27092.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	19602.503245796	26026.6630169508	86080	[77905, 77934, 77541, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19602.503245796	26192.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Snca	61	19602.503245796	26505.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	19603.503245796	26156.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Lhx6	31	19603.503245796	26314.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Th	67	19603.503245796	26494.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Thsd7a	68	19603.503245796	26797.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	19603.503245796	27229.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	19603.503245796	27323.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Pde1a	42	19604.503245796	26249.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Pcp4	41	19604.503245796	26353.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	19604.503245796	26368.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Aldoc	0	19604.503245796	26390.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Cnr1	9	19604.503245796	26413.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Hapln1	24	19604.503245796	26447.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	19604.503245796	26470.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	19604.503245796	26489.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	19604.503245796	26521.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Lhx6	31	19604.503245796	26819.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Thsd7a	68	19604.503245796	26930.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Cck	5	19604.503245796	26981.6630169508	86080	[76242, 76345, 73619, 86080]	[0.0, 0.0, 0.0, 1.0]
Htr3a	25	19604.503245796	27113.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Penk	43	19604.503245796	27310.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Snca	61	19605.503245796	26086.6630169508	86080	[77905, 77934, 76841, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	19605.503245796	26296.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Trp53i11	69	19605.503245796	26377.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Cxcl14	18	19605.503245796	26404.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	19605.503245796	26460.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Cck	5	19605.503245796	26608.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Lamp5	30	19605.503245796	26615.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Hapln1	24	19605.503245796	26668.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	19605.503245796	26679.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Npy2r	37	19605.503245796	26699.6630169508	86080	[76794, 76242, 76841, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	19605.503245796	26706.6630169508	86080	[76794, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	19605.503245796	26722.6630169508	86080	[76794, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Pde1a	42	19605.503245796	26812.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	19605.503245796	26850.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Cnr1	9	19605.503245796	26872.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs4	55	19605.503245796	26888.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	19605.503245796	26998.6630169508	86080	[76242, 73619, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Hapln1	24	19605.503245796	27048.6630169508	86080	[73619, 76242, 73466, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	19605.503245796	27076.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	19605.503245796	27084.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	19605.503245796	27136.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Sncg	62	19605.503245796	27145.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Kit	29	19605.503245796	27150.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	19605.503245796	27201.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19605.503245796	27204.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Trp53i11	69	19605.503245796	27247.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	19605.503245796	27297.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Cox6a2	12	19605.503245796	27301.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	19606.503245796	26136.6630169508	86080	[76841, 76794, 77905, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	19606.503245796	26271.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Kit	29	19606.503245796	26441.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Lamp5	30	19606.503245796	26509.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	19606.503245796	26538.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Kit	29	19606.503245796	26596.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Npy2r	37	19606.503245796	26663.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Pcp4	41	19606.503245796	26713.6630169508	86080	[76794, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	19606.503245796	26727.6630169508	86080	[76794, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Reln	52	19606.503245796	26862.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	19606.503245796	26935.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	19606.503245796	26961.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	19606.503245796	26973.6630169508	86080	[76242, 76345, 73619, 86080]	[0.0, 0.0, 0.0, 1.0]
Vip	70	19606.503245796	26993.6630169508	86080	[76242, 76345, 73619, 86080]	[0.0, 0.0, 0.0, 1.0]
Trp53i11	69	19606.503245796	27078.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Penk	43	19606.503245796	27097.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	19606.503245796	27168.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	19606.503245796	27211.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Chrm2	8	19607.503245796	26026.6630169508	86080	[77905, 77934, 77541, 86080]	[0.0, 0.0, 0.0, 1.0]
Hapln1	24	19607.503245796	26072.6630169508	86080	[77905, 77934, 76841, 86080]	[0.0, 0.0, 0.0, 1.0]
Npy	36	19607.503245796	26106.6630169508	86080	[77905, 76841, 77934, 86080]	[0.0, 0.0, 0.0, 1.0]
Pde1a	42	19607.503245796	26184.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Enpp2	19	19607.503245796	26230.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Lhx6	31	19607.503245796	26284.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Chodl	7	19607.503245796	26330.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Gda	22	19607.503245796	26368.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Gda	22	19607.503245796	26572.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Pde1a	42	19607.503245796	26601.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19607.503245796	26632.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs12	54	19607.503245796	26791.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Cort	11	19607.503245796	26804.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19607.503245796	26815.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Chodl	7	19607.503245796	26833.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	19607.503245796	26969.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cdh13	6	19607.503245796	26987.6630169508	86080	[76242, 76345, 73619, 86080]	[0.0, 0.0, 0.0, 1.0]
Enpp2	19	19607.503245796	27109.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs12	54	19607.503245796	27317.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	19608.503245796	26119.6630169508	86080	[77905, 76841, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Enpp2	19	19608.503245796	26242.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Gad1	21	19608.503245796	26293.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19608.503245796	26304.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	19608.503245796	26339.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	19608.503245796	26361.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Cryab	17	19608.503245796	26472.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Cadps2	2	19608.503245796	26505.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Aldoc	0	19608.503245796	26530.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Gad1	21	19608.503245796	26562.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Cdh13	6	19608.503245796	26643.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
